id,text,text_short,emotion_gold,worry,anger,disgust,fear,anxiety,sadness,happiness,relaxation,desire,nchar,ntok
957,Anxious how long it will continue before it peaks and how many more people will suffer and die from it. As I’m following the self isolation rules myself not too concerned personally as I haven’t been in contact with anyone outside my household for nearly 3 weeks but conscious of social distancing to help my family and to stop them getting it. Keeping busy as I’m working from home but hoping I don’t get called into the warehouse as a last resort as I work for a large online pharmacy so are key workers.,Hope everyone listens and stays inside and stay safe. Better to be locked up in the short term than not be here in the long term,anxiety,6,3,5,5,6,5,3,3,2,507,97
958,"I feel anxiety and a sense of helplessness and dread. It’s difficult waiting for something awful to happen and not knowing when it will hit. I also feel cut off from others, despite the use of social media to keep in touch. It’s just not the same, and I am worried about security of Zoom etc. 
Still working, I feel fear of being in the office, perhaps with people who have the virus. I resent those who can work safely from home full time and choose to go out more than necessary. I feel huge gratitude to others keeping key services functioning but I find the restrictions on shopping difficult-one way systems in supermarkets are strange and feel awkward, and the shortage of some basics is infuriating. ","There’s a sense of impending doom, and helplessness as you can’t stop it happening but you don’t know when it’s going to hit and how long it’ll last. You hope others are doing their bit, but it’s hard to know, and it seems there is room for interpretation re what’s ‘essential’. ",anxiety,8,1,1,7,9,8,1,1,1,707,139
959,"I am slightly anxious and worried for family and friends who are older or suffering from pre-existing conditions which increase the mortality chances from COVID-19; self-employed close family worrying about the financial aspects around this; friends who have lost their jobs; and family and friends working in the NHS.

I am fortunate enough to live with a friend of the same age (30), with no children, and able to work from home with a rather low risk of negative impact to employment status. So in that respect the main sense of anxiousness is in regard to others, yet also the social distancing and lack of face-to-face contact with friends and family causes a sort of sense of disassociation from normal reality (rather than loneliness or isolation per se).","The scenes of people queuing metres apart in silence, stealing awkward glances shows a sense of disconcerting departure from our normal reality, and a realisation that everything we take as part of normal life is much more fragile than we could have imagined.",relaxation,6,1,1,2,3,2,5,6,2,762,141
960,"I've been feeling anxious lately due to the pandemic and mostly I'm worried about how the economy will be affected, and how the younger generation will be affected as their school lives have been disturbed heavily, worried for my nephews. 
It's been hard trying to buy food and essentials as everyone is being stupid and panic buying, especially toilet paper out of all things which i really don't understand. Hopefully in a few months things will be a bit more normal because attempting to live as normal these days is quite impossible.","Honestly people, you need to stop panic buying, it's extremely annoying for us when we cannot get essential household items. Also stay at home",anxiety,5,3,4,5,7,5,3,3,4,537,98
961,"I'm very sad people are dying, some people are losing their jobs, i'm worried about my job and my finance.

I'm worried i will get sick with the Corona because i'm still working, as i'm not self isolating and i'm in contact with my colleague this is particular worrying for me, we have been told to observe the 2 meters rule but this is impossible to do at my work please, touching surface at work is also very as we share computer keyboards.

I have a lot of anxiety every time i watch the news there's bad news, i need a bit of positivity on telly, I have anxiety about my rent will i be able to afford it next months? 

My mental health is deteriorating, i think it's a mix of not knowing what the future holds and if my saving will last till the Corona situation is over.



","I need some positive news, i'm tired of hearing the number of people dying everyday in UK and around the world, i just want this to stop, so we can go back to our normal life or whatever it's left of it, i want to see my family, my friends, i want to go a cafe, library and park.",anxiety,9,3,1,7,9,7,1,1,2,779,162
962,"I dont feel concerned for my physical health, but the circumstances have made me lose my job and freedom therefor affecting my mental health and financial state which is worrying. I find myself watching the news daily, checking for updates. But I think it's mainly me being selfish and wanting my freedom back. As a sufferer of many mental health conditions being able to go outdoors and get out of the house is good for me. Being able to pop down to my friends house and see how theyre doing, going to the pub for food and drinks. Just normal activities I'd like back. The aspect of the virus itself doesnt scare me unfortuntely, but I am following the rules of self isolation like the law is currently stating. Just wish it was over so I could get back into work and a good head frame.","Corona has ruined my social life, financial state, mental health and my ability to think positive about life.",sadness,3,4,3,5,6,7,5,5,4,787,158
963,"At this moment in time, I feel I am in a fairly good position compared to the majority of the UK, for which I am grateful. As I work in a psychiatric hospital and continue to go to work daily, not too much has changed in regards to my income, routine, interaction with others. However, I have seen the effects of Coronavirus within my hospital and via the news. Seeing the devastating effects it has had on others has left me feeling very sad and wishing I could do more. I’m not anxious, or fearful per se, as I am confident we will be able to overcome this and gradually return to normal. It’s been really lovely to see the nation come together in such a difficult time and there is a real sense of community. ","I feel positive that as a nation we will be able to overcome the Coronavirus, and return to our usual lives. Though it is a scary time, it has been uplifting to see communities come together. Stay at home, protect the NHS. ",sadness,3,2,3,3,4,5,1,2,1,712,150
964,"Currently I have an array of emotion. I feel anxious and fearful for the future it is likely that me and my partner (who both work for the same company) will be furloughed, my partner earns considerably more than me and with the government cap at 2,500 before tax I don’t know how we’re going to cope. We have no savings and whilst I agree our combined earnings were more than perhaps some of my family and friends it was in no way above the national average and our our goings for bills is quite high. I’m also fearful we will end up losing our jobs and with the country on its knees economically I can’t see getting another job as an easy task.

I am sad as I miss my two young nieces immensely, we would look after them fortnightly whilst my sister worked and I miss them so much. At that age they change so quickly.

I am content that currently we have a nice house for me and my partner and my son to shelter in and that we have each other with no health issues yet but I feel guilt for feeling this when I do because of all the pain others are experiencing. I feel useless that I should be doing more to make a difference when it comes to my grandchildren one day asking me what I did I’ll only be able to answer stay inside. 

I feel fearful that we may catch the virus I get extreme anxiety food shopping it reminds me of an apocalypse. 

I have hope when I see people coming together and helping to best this disease from nurses to food delivery drivers and I am immensely proud of my country. As you can see a whole rainbow of emotions. ",Better days will come #bekind #stayin #loveournhs,anxiety,9,2,1,7,9,6,4,3,9,1547,316
965,"I feel worried I have a 2 and a half year old son and also gave birth 2 weeks ago, no one has been able to meet our new baby, midwives and health visitors are doing assessments at the moment so we aren’t getting the same support we usually would. We are all staying inside as I am scared of contracting the virus or my children becoming ill. However my husband works in a factory which is non essential but this is still open and he is due to return to work from paternity leave any day however this is causing me a lot of anxiety as he’ll be working with 40 other men and I am worried about the risk this poses to us as a family. ","Feeling very concerned and anxious about the current situation, I am worried people are still not listening to advice about social distancing and that some work places are still open! Stay home and protect our NHS. ",anxiety,8,9,8,9,9,9,2,1,1,631,133
966,"The corona virus is making me feel scared, worried and sad. This is a horrible time for everyone in the world. I’m worried as we don’t know when this will end when it will go back to normal. I’m sad that so many people are getting ill and dying   from this. I’m scared someone I love is going to die, I don’t know what I’ll do. The NHS are doing amazing everyone is coming together. However the selfish people that are still going out meeting with mates, still doing parties, I’m disappointment with them why would they do this when there are so many people dying. I want it to end.9
","I’m worried about this whole thing. I’m scared more people will die, I’m scared loved ones will. I want it to end. I’m so scared. When will this end? The NHS are  so amazing!! All the key workers and everyone coming together staying at home! I just hope everyone stays at home now",sadness,8,7,5,9,8,9,3,4,3,584,124
967,"I am feeling very anxious and unsafe. I don't know what tomorrow will bring. I don't know if I will still have my job or not. I am worried if I am going to be able to pay for my rent and groceries in the upcoming months. I am axious and worried about how long will it take to everything go back to normal, if it ever will. I am scared about my older members of family, how they are going to survive. I am stressed when I will be able to visit my family abroad and how they will manage to live their lives. ",Sitting at home is making me anxious. I am worried what tomorrow will bring.,anxiety,8,6,5,7,9,6,3,4,4,506,114
968,"I feel disgust for the government who have not prepared well and don't seem to have taken the threat as seriously as they should have. I feel angry that some people are not taking lockdown as seriously, and yet I have to work in a London hospital as a key worker, potentially putting my health at risk. But, I feel optimistic that Italy appears to have passed its peak and we are probably one week away from reaching ours. This makes me feel proud that we are on the right track. I think we locked down too late but once we did this will have had an effect.","another tough day at work today, envious of everyone at home but happy to be making a difference. keep going everyone, this will be worth it in the end #seeyouontheotherside",anxiety,6,6,7,6,8,3,4,1,1,557,116
969,"I feel angry that the government is not providing NHS staff with correct safety equipment and thinks that a few token claps will make up for austerity which has harmed our NHS' ability to cope with the crisis. I'm angry that they're blaming people not socially distancing on the rise of cases, when it was their initial complete lack of action due to the """"""""""""""""herd immunity"""""""""""""""" strategy that has caused it. They're making us pay for their incompetency. I'm angry at the fact the government is encouraging health service to withdraw ventilators to those they deem to be less deserving of it, i.e. the disabled, sick and elderly. ","The Corona situation has proven that those whose labour is valued the least in our society are those who keep society running afloat. NHS workers, care workers, bin collecters keep society running, not landlords, bankers or shareholders.",anxiety,6,9,9,6,6,5,4,4,1,623,121
970,"I'm feeling worried because I got arvc which I think would make it worse if I caught covid 19, I get really bad panic attacks aswell, so having this going around is really scary, I can't wait till they get a antidote for it, so then it can help people and people would stop dying in every country and now the pm is in intensive care shows how serious this is getting everyone needs to start listening and follow the rules, stay at home and only go out once a week it's not hard people, they should start fining everyone that's dosent listen to this, fine them a Hugh amount like 500-1000 pounds then people might start listening or even put them in jail for a bit ",I'm very anxious and worried about what's going to happen to me and my family,anxiety,7,7,7,7,9,7,3,3,3,664,134
971,"I'm worried about elderly parents. I'm worried about my kids education. I feel exhausted and overwhelmed. I worry about my kids getting infected. I starting to worry less about food and provisions tho we still have no toilet paper. I feel disappointed for my kids and for myself on fun things we can't do. I feel like im doing my bit but Im so upset about not seeing my mum and mother in law who are on their own  every day feels the same and Im starting to get bored too.
The kids are acting up and fighting. I feel like my husband doesnt have to deal with this as much. Im trying to work too. ",I know Im lucky living in the middle of nowhere and being healthy but this corona situation sucks,anger,7,9,2,7,8,8,3,3,1,595,126
972,"I feel like I want to be angry about the whole situation, but I don’t know what to be angry at.  I find it difficult to get my head round just how quickly everything has changed.  I worry about how things will be in the future. I feel like I cannot plan anything for any time as I don’t know what will be happening. I feel like I can only live from day to day, one step at a time. I can’t see an end to things at this point in time. I have travel plans for later in the year but I have no idea if I’ll be able to go. I worry about losing people I’m close to. I know things are never going to be the same ever again and I hate that uncertainty. ","I wish I could wake up and this would all have been a horrible nightmare, but everyone would be ok and life would carry on as before. ",anxiety,6,6,4,7,8,7,4,4,3,644,148
973,I feel very anxious about what is going on and I miss seeing my family. I am worried that friends and members of my family may catch Coronavirus - especially the people most vulnerable and those people who are key workers. I don’t feel confident that the government have this under control. I hope people are taking the lockdown seriously and are staying at home. I am looking forward to this being over. One positive is that I am glad I can spend more time at home with my immediate family and feel lucky in that respect.,I hope people are staying at home!,anxiety,8,4,4,6,7,7,5,5,6,522,103
974,"I feel scared and feel physically sick when I think about the situation a lot. I have friends who are nurses and care workers or other key workers and the general public has no real idea of what is going on. The extent to which this is causing problems for our NHS. I feel sad for my relatives who have health conditions and those that have lost their jobs. It's a scary time.
I am worried about the future of the economy once this is over. It's something that has never happened before so that creates huge anxiety.","We're living in strange and scary times. Please stay at home, protect the NHS and save lives.",anxiety,7,6,3,8,9,8,1,1,1,516,105
975,"I'm self-employed, in the Arts & Entertainment industry, so all of my upcoming work has been cancelled, which obviously adds to the difficulty in the current circumstances. My concerns about money and survival contribute to my overall mood.
As far as the virus itself, I'm hopeful. I believe I may have had it and recovered, and I believe what is currently being done is having an impact. I'm also interested to see that the situation is prompting some countries to try new ideas, such as Universal Basic Income. I'm worried that some vulnerable members of my family may fall ill.","Be responsible, think of others and help where you can. Keep busy, stay safe and try to find a way to use this time in the most productive manner possible. Come back stronger.",sadness,5,3,4,2,4,7,7,3,6,580,112
976,The Corona situation is worrying me and causing me to be anxious. I am worried about my family who are mostly keyworkers and therefore have to be out and about on the frontlines And thankful that I am able to work from home during this situation and know that my young daughter is safe in the house and we have everything we need right now. In regards to shopping and utilities and general home stuff. I don't have to worry too much about myself but I worry about others. I am anxious over how long this situation will last in the UK and what the follow on effect will be for the world as we know it,Scared and anxious! Anyone else feeling this way and want to talk? Share some loads? Help eachother out?,anxiety,6,3,3,5,6,4,4,4,4,599,121
977,"I feel scared for the future of the world, and I feel sad that so many people have been lost. But I'm mostly angry that people keep refusing to follow the rules put in place to protect them. The situation wouldnt be so bad if people on the whole weren't so stupid and took the time to think about anyone other than themself for 5 minutes. All the selfish young people who were still going out with their friends, without thinking that even though they might get Corona and be fine they may spread it to someone who is immunocompromised or has preexisting breathing problems and wont ever recover.",If we all weren't such mugs we'd still be allowed to go out for more than just exercise,sadness,6,6,7,5,6,9,3,4,3,596,115
978,"I am worried about my family as several members of my family are vulnerable to Corona.

I am worried about catching it and passing it to them so isolating as much as possible.

Anxious about how long the situation is going to go on for. Miss my job and those i work with. Miss my freedom. Concerned about mental health with being in isolation.

Wish people would listen to the government and authorities and stay at home. Also wish people would not panic buy as there is absolutely no need when you can do your shopping once a week as normal.

Doing my best to have a routine and do a variety of things each day.","Anxious, scared, annoyed and frustrated to name a few emotions in regard to how i feel about corona. Grateful for our keyworkers. Stay safe.",relaxation,8,1,1,3,3,1,5,7,1,612,125
979,"I feel like there’s a lot of uncertainty which is really troubling. I’m also concerned as I’ve been shielding due to an underlying health condition and this is worrying. I worry rather a lot by how long this pandemic is going to lost, the overall impact on the economy, jobs that will be lost, peoples lives that will be affected of of course and possibly more important than anything else, the lives that will be lost because of this terrible pandemic.

I feel for all the healthcare professionals doing a sterling job to keep people safe and well. I feel that they’re doing a fabulous job but it’s fire fighting at its best as I do not feel we are at the height of the pandemic just yet and the situation will get worse before it’s better.",Feeling nervous anxious and superfluous to requirements and lonely.,anxiety,8,7,6,6,8,6,4,6,5,741,146
980,"Lockdown is doable, what is difficult is the uncertainty over the future, particularly the impact on my child's education and lack of ability to socialise with other children . 

I worry about our health and that of friends and family.   I feel sad about not seeing my parents and worry how long they can cope with isolation.  

I worry about food supplies, although I have been lucky with deliveries.  

My anxiety is actually less, as there is so much less to plan and do.  But at times I worry about how long this will go on for and what sort of society will be left.  

I feel very cross when I see people not complying with the guidelines, for eg my neighbour has her family visiting every day.  ",Everyone needs to stay at home - then the time that we can leave our homes will be sooner!,fear,8,6,6,8,7,8,6,6,6,701,139
981,"I’ve been very relaxed about the whole
Situation up until this week where it is starting to make me very nervous how it is developing. I am worried for the older people in my family and I am also worried that many people are still not taking this seriously. I really hope that we can still exercise as I am a keen runner and need to run for my mental wellbeing and I don’t see how it effects the spread of I am alone and away from public. I have just heard that the prime minister is in intensive care now which is another reason for the whole country to panic ",This is starting to become a real worry for myself and my family now!! Covid19 has become a very very serious threat to EVERYONE!!,anxiety,7,3,1,7,8,4,3,3,2,561,114
982,"I am extremely worried.  The government seems to be trying to pin the blame for any bad outcomes on the actions of a small minority of the population rather than the delayed response to the arrival of COVID-19 into the country (no tracing of contacts etc).  My recently widowed mother lives some way from us and is over 70 and having to shield.  She needs dental work but can't get it.  My Parents-in-law are also both over 70 and ex-smokers.  There doesn't appear to be any exit strategy to our current situation.  I fear my industry (classical music) will be utterly decimated by this and will never recover thus causing emotional and financial strain.
I worry about the impact this is having on my toddler who is suddenly no longer going to nursery / playing with the neighbours' children / visiting relatives or even going in the car!  We can't explain what is happening.
I have asthma which is usually mild but has been playing up this winter so I am especially worried about the possibiity of catching COVID-19.  I worry that it is impossible to self-isolate from the rest of the family in our small flat if one of us catches it (especially as I am still breastfeeding).  I also worry that the restrictions will tighten and not allow us to take our child outside for a daily walk - we have no garden and this is vital to our mental wellbeing.
I am also worried about friends who fall into the vulnerable category but live too far across London for me to be able to easily help them shield.","COVID-19, how do I hate thee?  To the extent of my four walls and the daily exercise I am currently allowed.  Why dost thou disrupt our lives so greatly and keep us from our loved ones?",anxiety,8,6,1,7,9,7,2,2,2,1495,291
983,"I'm not too concerned about catching corona (I'm pretty sure I have already had it). I'm more concerned about how the lock downs that several countries have imposed will affect the economy in the upcoming months. 

However I do also believe that the country and world economy will eventually bounce back from this, but I do think that it will be a while until we see a full recovery.

The human race is great adapting to surviving against the odds and this is another factor that we will adapt to.



  ",Keep strong everyone and we will get through this together!,anxiety,6,3,4,5,7,6,5,5,4,503,97
984,"I feel confused by all of the online news surrounding the situation and fearful about finances if the situation worsens.
I fear that people with or without the virus will find it difficult to get any help that they might need at this time.
I do feel thankful that I can focus on the household jobs that I don't get time to do when I am working and I have time to be creative if i feel like it. I am happy I can spend time with my partner but I do not like the feeling of being constricted to staying indoors.","Hoping this situation resolves soon and we learn from it as a society, it has definitely made me appreciate nature.",anxiety,7,3,5,6,7,6,2,1,6,508,106
985,"I am Worried more for the people who are suffering and dying as a result of the virus. I miss normal day to day life as I should be studying at university right now, however have had to leave London and come home to study online. I’m also worried for my dads business as he is self employed and the corona virus is majorly effecting his income therefore effecting our home life. It’s hard following the rules of isolation as I have not seen friends and some family in months but I know it has to be done if we want the situation to improve. However I am hopeful that everyone will get through this and I believe the world will be better once we have overcome this","If everyone can please stay inside and only leave the house for essentials, we can all see our friends and family sooner and return to normality as soon as possible. Everyone constantly going out to meet with friends are selfish and ignorant and are only thinking of them selves. ",sadness,5,6,4,5,6,8,3,3,2,663,133
986,"Fearful of what it to come and worried about how it will affect my family. Both in regards to their health, especially my parents and how it will affect my immediate family financially, my husband has been asked to take a 20% pay cut and will will struggle. However we are in a better position than many as at the moment he keeps his job. What will happen when the crisis is over though is undefined as far as his employment is concerned.
For the first time I fully support Boris Johnson and the policies put in place by the British government, I am thankful that our leadership appears to be basing their response on scientific data and common sense which appears to be wholly not the case, particularly for countries such as the United States and more extremely Belarus. Inappropriate decisions by governments will cause more people to die.","Stay safe, stay at home, do the right thing.",anxiety,8,3,1,7,7,6,5,2,3,842,161
987,"its stupid and sad that so many people are dying when this could have been completely avoided if it wasn't for the stupid Chinese. china should be completely responsible for this and should ber blacklisted and noone should be allowed in and out of the country for absolute good. i believe everything to do eith this is all chinas fault. something should be done.

I hope people can recover from this and the world can recover from this,.

especially all the people in power which i dont think anything good enough is actually being done to actually prevent this, people are still going outside which tbh should be illegal",i feel the corona virus situation is getting out of hand,anxiety,7,6,4,6,6,6,4,3,3,621,116
988,"i'm worried not for myself but for the wellbeing of my close friends and family. not only that, but i am also feeling quite a bit lonely as well. the constant news showing how the death toll has hit a new peak worsens my anxiety. i feel a bit depressed being constantly in my house, but the recent warm weather and my ability to go into the garden and enjoy it has somewhat alleviated these negative feelings. i feel constantly bored and seem to always want to procrastinate tasks that are given to me.","goin loco in this house, isnt it time for miss corona to go on spring break now? #anxietyhittingtheroof #tensionsatanalltimehigh",relaxation,7,1,2,7,8,3,6,9,3,502,101
989,"Personally, i'm okay and quite relaxed, I don't go outside and do as the government says.

I guess i can be a little annoyed at the selfish idiots who went out and defied governments requests this weekend, but overall and with reading that (even just for now) deaths have reduced, i feel okay, relaxed... 

This is a marathon, i've adjusted to the situation (not much mind) but it is what it is, no need to get angry, annoyed, etc. Instead of life going 100mph, it's slowed time, given time to re-evaluate, think things and enjoy the more realistic things we have in life. So i'm all good with that.","Keep calm and stay inside. Better days are coming, use now for self reflection and appreciation. Happy vibes can be found, even in the smallest of spaces!",relaxation,4,1,1,1,2,2,4,6,2,599,132
990,I gave birth the day after lockdown so I was actually more stressed a few weeks ago when I didn't know what would be happening when I needed to go to hospital. Now I'm frustrated at the lack of normal nhs services. Our baby was tongue tied but there's no service for this and we've mostly been left without the normal support from midwives. But I am still anxious about how the virus will play out. Our Gov hasn't done a great job so far and I worry how bad the peak will be and how well prepared we will be. I,Giving birth on lockdown. No stars. Do not recommend,anxiety,7,5,2,6,7,3,1,1,1,510,107
991,"Well my life is fairly normal as I’m still working. But obviously it’s full of Anxiety and apprehension about doing things and not being able to see family. It’s the most worrying seeing news posts everywhere and being that so many different people and news outlets are reporting on it you don’t know who’s information is 100% accurate and what to believe! The other thing is that not everyone is following the lockdown rules and that obviously isn’t a good thing and is how the virus will be around for a lot longer and infecting a lot more people that it needs to.
",I’m working hard to make sure the nation is fed,anxiety,4,3,3,4,7,5,6,5,3,567,108
992,"I feel very worried and scared that it might take a long time for life to get back to normal. I'm wanting to try out new experiences such as food but I am unable to do so because nowhere is open. I've enjoyed my time at home but it's getting boring very quickly and it's the same old thing every day. It's been super stressful as the supermarkets here have massive ques outside of them so just to get basic necessities is a  big pain. The number of cases is only rising which is super scary to me, there are a number of people in my area who have the virus which again gives me more anxiety",Hopefully the coronavirus goes away and everyone gets well soon,anxiety,8,3,4,6,8,7,2,2,2,590,122
993,"I am very anxious about the Corona situation. More and more people are dying every day and people are not allowed to have the send off's they deserve due to social distancing rules. Being separated from family is difficult and it is hard explaining to young children why they cannot see their friends and loved ones. I am also pregnant currently so it is a very worrying time. Not only do I worry about me or a member of my household contracting the virus, I am worried about the implications social distancing may have if they are still in place for the baby's birth and newborn period. To not have my family by my side or to be able to meet my baby after they are born would be really upsetting.",So upsetting seeing the death toll rising every day! Why can't people just stay indoors like they've been told!,anxiety,8,3,3,8,8,7,2,3,3,697,138
994,"I am angry how the British public have dealt with the situation. The virus, while not killing as many as Swine flu, could become far worse if people don't take the situation seriously. It feels like the public care little for those who are vulnerable and wish they would die so they can get on with their lives. I fear the public may soon begin to riot if the lockdown continues for longer than April, this would leader to further spreading of the virus and more deaths.
I have been locked away in isolation for 37+ days because I am high risk. I am stressed and miserable. I live with my wife and try my best not to be stressed and upset as it would make the situation worse for her.","Stressed, angry and disgusted by the public and their reaction to the virus. they won't care until it effects them. #covid19",relaxation,9,8,6,8,8,8,5,5,5,684,142
995,"I feel a little bit worried about how long we will be in lockdown for as a lot of businesses will go bankcrupt. The health of the majority of the country could seriously deteriorate and people will probably develop mental health problems from staying in all day which makes me feel concerned.

There is also a Great deal of uncertainty about when the restrictions are likely to end which causes me to feel a little anxious and nervous.

I feel concerned about the elderly population including my parents who are both in their 70’s and not in the best of health currently.",Feeling anxious about when the lockdown might end. A lot of uncertainty right now everywhere.,anxiety,6,7,4,6,8,6,5,4,7,571,108
996,"I just feel sad and disappointed that my life is basically on hold, it makes me feel lonely and with nothing to look forward to. And makes me feel anxious about the future because it has come at a bad time in terms of my training contract at work and also a new relationship I had just started. I also miss my family and am worried about them getting ill or being lonely, particularly my grandma.  However, there are some days where I do feel more relaxed and chilled out. I am getting frustrated at not being able to go outside or enjoy the sunshine or go and sit in a pub garden or have a happy hour cocktail, especially as the weather is now getting warmer. However, I understand why we have to do it and that it is necessary and that everyone is in the same boat. It is just a strange and surreal feeling to live through this event ",Can everyone please stop being judgemental of people abiding by the rules and going for a walk in the park; not everyone has a garden! Outside time and exercise are paramount for mental wellbeing which shouldn’t be overlooked at this time,sadness,6,2,1,4,8,8,4,6,5,836,173
997,To be honest i am a little bit worried about the whole situation as i have 2 young kids who I worry about daily don’t want none of this to affect them. Makes me question the world I brought them into. I also worry for my family and loved ones and wondering if they are ok and following the precautions. But i am staying in doors and communicating with family and friends and checking up on everyone that I know via social media. I am a very care free person in general and try not to make things bother me so I’m trying to not let it get to me and just follow what MR JOHNSON has has stated regarding lock down procedures.,importances of staying indoors. In order the protect our family and loved one. It’s also important to show appreciation to the NHS by staying home and how staying home could possible be saving their life and also friends and family.,sadness,9,7,7,9,6,9,1,3,5,623,128
998,"Uncertain about when things will seem to go back to 'normal' and when we will be able to begin things that we enjoy doing again. When will cultural events re-open and when can we visit our families again?

Unsure about how this will come to an end and what will happen in terms of politics after. 

Happy that all of my family and friends are safe and staying inside. Happy that supermarket stock has now stabilised so we can buy essentials after stock piling. 

Happy that I have time to do things I wouldn't usually like baking and crafts","Uncertain about what will happen. Where will we be in one month, two months, three months time? Will we be back to normal? Can we visit families and go to the cinema again? Can I go back to work and as a Brownie Guide leader again to teach children? What will come of April andMay",sadness,5,6,4,6,7,8,4,4,6,540,106
999,"As I am in the vulnerable section due to having 3 autoimmune diseases, my fear and worries are more heightened than others I'm speaking with. My parents are extremely worried about me (even though I am 25) and are calling me every day to make sure I am staying home. I'm frustrated by other peoples ignorance, even some distant family, who are ignoring the risks and government advice/commands regarding staying home. I fear for a lot of people, not just myself. I have hope in humanity and that people will pull together for the safety of everyone, although, I have been told I am naive for hoping this. ","STAY AT HOME. If you don't care about yourself, care for your grandma, your cousin with acute asthma, your favourite actor. It affects EVERYONE.",sadness,8,6,4,7,5,6,5,5,2,605,123
1000,"I am worried about myself or my friends and family catching coronavirus. I fear that there will be repercussions after the curve is flattened. I think the economy will suffer after the coronavirus crisis. Many jobs will be lost and many businesses will have to be bailed out. I am currently looking for a job, it is already hard to find one and I think it will be even harder to find one after the coronavirus crisis is over. I feel like the government did not react fast enough to coronavirus and they have let the population down and put us in further danger. The government is starting to put the blame on coronavirus deaths down to the actions of the general public, yet the health service does not have adequate resources to fight the virus. ",I am disappointed in how the government is tackling coronavirus and feel many deaths could’ve been avoided.,fear,6,3,3,6,5,6,4,4,5,747,145
1001,"Honestly it mostly feels very surreal. I spend a lot of time at home anyway (I work from home as a freelance artist) so it doesn't feel too different from my everyday life, but I just feel like there is a big dark cloud of uncertainty and anxiety at the back of my mind at all times. (It feels shared though, like everyone else is also feeling this.) I live with my partner and we get on very well so I have felt supported in that way, but feeling ever so slightly afraid every time we leave the house and not being able to see our friends is quite difficult. I think it feels almost like a grieving process. You can be distracted from thinking about it for a certain amount of time, and when you are reminded, all the fear and confusion and frustration comes back anew. I am worried for the economy and I'm saddened for people who will lose people or suffer, and for the NHS and its workers. I'm angry at the government for stripping back the resources needed to fight it, and for being lax at every opportunity. It feels very like we are helpless. There is next to nothing we can do, besides supporting our friends and family (remotely) and reaching out to neighbours. It's very hard to get my head around the entire situation as a whole, and as such, it feels very surreal.","It's all very surreal. I feel lucky to have the resources and support I have, and terribly sad for those who are suffering, or will suffer. Being at home so much is simultaneously comfortable and terribly frightening. ",anxiety,6,4,2,6,8,5,3,3,3,1276,268
1002,"Mostly I am continually anxious. Stuck in a weird dichotomy of trying to relax and make the most of working from home and the opportunity that extra time presents, and the angst and fear of  losing work, possible health impacts on friends and family and having to survive on even less money.
This is amplified by the constant frustration that the truth surrounding government response is clouded in obfuscation and political games. 
I am generally skeptical of consensus and as we are presented with a narrative that suggests that we may harm ourselves or others severely If we choose to question the narrative, this presents a hard pill to swallow. As such I am finding myself immersed in the horrendous story as it happens, and simultaneously horrified by my complicity in my own mental torture.",Getting tired of playing emotional Whack-A- Mole!,anxiety,7,6,7,7,9,6,2,1,1,797,144
1003,"The Covid-19 has made me feel Lonely and sad, i miss my friends and family, i miss going out, i miss normality. 
I want this to be over. 
I feel sad for the people this has affected and i worry that it will affect those i love.
I worry for my job which will impact my mortgage etc.
The whole thing opens up your eyes and makes you realise you should not to take things for granted.
I pray this does not hurt many more people and that people stay home so that this virus can dissapear as soon as possible",I wish this corona-virus would just dissapear as quickly as it arrived!,sadness,7,8,7,8,4,9,2,1,1,503,109
1004,"Not overly bothered by the current situation - but I did a biology degree and now work in public health so I'm possibly a bit more clued up than the average person I.e. not so susceptible to media scare-mongering.
My parents are both 65 so I'm aware they're slightly more at risk than I am, but they're both relatively healthy so I'm not particularly concerned. 
What I find most disturbing is the media coverage that misrepresents and misinforms the public - a pandemic is worrying enough without the newspapers reporting every single death it can find.","This isn't forever. It may seem very strange right now but it will end. And, who knows, maybe it'll seem like we overreacted in hindsight! Better to overreact than underreact though - plan for the worst and be pleasantly surprised when the true mortality rate turns out to be <1%",relaxation,2,1,1,1,1,1,4,5,1,554,101
1005,"I'm feeling annoyed that people don't seem to be taking a global pandemic seriously enough to just stay at home, however I do understand why that can be hard for some people. I'm worried about the impacts of COVID-19 - financially, on our health, the economy as a whole, how people will recover from it, but more so - how long will this last for? Lives are being put on hold (or sadly lost) and we have no idea when we will get back to 'normal' or what that will even look like. How long can people continue like this? What if we think it's 'over' and end up spreading it even more because we relax all the rules too quickly?","Waking up during lockdown is like waking up on Monday morning thinking it's still the weekend - great until you remember what's actually happening outside, then it's all down hill from there.",anxiety,7,3,2,6,7,4,1,1,1,625,137
1006,"The corona virus situation is a serious matter that has poses a threat to many people's lives, knowing this makes me anxious. This anxious feeling expands into the unknown regarding the situation, we do not know for how long this situation will be going on for. I am annoyed with those who do not follow the government's lockdown and social distancing rules and those who are panic buying for no reason, whilst the rest of us sit at home bored with limited social interactions. Despite all this, I am currently relived to be healthy and not be suffering from said virus due to government intervention. ","People are not treating coronavirus with the seriousness that it deserves makes me anxious and annoyed because people are putting their lives at risk in order to saves others, whereas those who are not obeying the lockdown are putting themselves and other at risk.",anxiety,7,2,7,6,6,3,6,6,5,602,113
